"tsn","species_common","species_scientific","adfg_code","adfg_comment","akr_code","akr_name","obs_code","obs_name","race_code","race_name","iphc_code","iphc_name","sa_comments"
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21329","Gymnocanthus detrisus ",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21333","Artediellus pacificus",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21334","Artediellus scaber ",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21337","broadfin sculpin",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21338","Malacocottus aleuticus",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21353","crescent-tail sculpin",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21360","brightbelly sculpin",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21379","hairhead sculpin",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21405","eyeshade sculpin ",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21423","Eurymen gyrinus",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21421","Sculpins Unidentified",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21415","Rhamphocottus richardsoni",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21339","Malacocottus sp.",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21312","Spotfin sculpin",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21331","Hookear Sculpin",NA,NA,NA
NA,"sculpin, general","family Cottidae","160",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21300","sculpin unident.",29,"unident. Sculpin",""
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21305","Zesticelus profundorum",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21329","Gymnocanthus detrisus ",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21333","Artediellus pacificus",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21334","Artediellus scaber ",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21337","broadfin sculpin",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21338","Malacocottus aleuticus",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21353","crescent-tail sculpin",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21360","brightbelly sculpin",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21379","hairhead sculpin",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21405","eyeshade sculpin ",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21423","Eurymen gyrinus",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21421","Sculpins Unidentified",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21415","Rhamphocottus richardsoni",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21339","Malacocottus sp.",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21312","Spotfin sculpin",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21331","Hookear Sculpin",NA,NA,NA
"167230","sculpin, coastrange","Cottus aleuticus","161",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21300","sculpin unident.",29,"unident. Sculpin",""
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21305","Zesticelus profundorum",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21329","Gymnocanthus detrisus ",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21333","Artediellus pacificus",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21334","Artediellus scaber ",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21337","broadfin sculpin",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21338","Malacocottus aleuticus",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21353","crescent-tail sculpin",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21360","brightbelly sculpin",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21379","hairhead sculpin",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21405","eyeshade sculpin ",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21423","Eurymen gyrinus",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21421","Sculpins Unidentified",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21415","Rhamphocottus richardsoni",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21339","Malacocottus sp.",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21312","Spotfin sculpin",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21331","Hookear Sculpin",NA,NA,NA
"167232","sculpin, slimy","Cottus cognatus","162",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21300","sculpin unident.",29,"unident. Sculpin",""
"167316","sculpin, fourhorn","Myoxocephalus quadricornis","163",NA,"160","Sculpins","440","MYOXOCEPHALUS SCULPIN UNIDENTIFIED","21377","Myoxocephalus quadricornis ",NA,NA,NA
"167316","sculpin, fourhorn","Myoxocephalus quadricornis","163",NA,"160","Sculpins","440","MYOXOCEPHALUS SCULPIN UNIDENTIFIED","21375","MYOXOCEPHALUS  UNIDENTIFIED",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21305","Zesticelus profundorum",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21329","Gymnocanthus detrisus ",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21333","Artediellus pacificus",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21334","Artediellus scaber ",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21337","broadfin sculpin",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21338","Malacocottus aleuticus",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21353","crescent-tail sculpin",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21360","brightbelly sculpin",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21379","hairhead sculpin",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21405","eyeshade sculpin ",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21423","Eurymen gyrinus",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21421","Sculpins Unidentified",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21415","Rhamphocottus richardsoni",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21339","Malacocottus sp.",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21312","Spotfin sculpin",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21331","Hookear Sculpin",NA,NA,NA
"167233","sculpin, prickly","Cottus asper","164",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21300","sculpin unident.",29,"unident. Sculpin",""
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21305","Zesticelus profundorum",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21329","Gymnocanthus detrisus ",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21333","Artediellus pacificus",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21334","Artediellus scaber ",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21337","broadfin sculpin",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21338","Malacocottus aleuticus",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21353","crescent-tail sculpin",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21360","brightbelly sculpin",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21379","hairhead sculpin",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21405","eyeshade sculpin ",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21423","Eurymen gyrinus",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21421","Sculpins Unidentified",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21415","Rhamphocottus richardsoni",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21339","Malacocottus sp.",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21312","Spotfin sculpin",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21331","Hookear Sculpin",NA,NA,NA
"167234","sculpin, riffle","Cottus gulosus","165",NA,"160","Sculpins","400","SCULPIN UNIDENTIFIED","21300","sculpin unident.",29,"unident. Sculpin",""
"166744","rockfish, sharpchin","Sebastes zacentrus","166",NA,"166","Sharpchin Rockfish","304","SHARPCHIN ROCKFISH","30560","sharpchin rockfish",159,"Sharpchin Rockfish","coded as ""northern rockfish"" no weight data available"
"172928","sole, sand","Psettichthys melanostictus","132",NA,"132","Sand Sole","115","SAND SOLE","10250","sand sole",13,"Sand Sole","coded as ""Rock sole"" because no weight data available for LL gear"
"172901","flounder, Alaska plaice","Pleuronectes quadrituberculatus","133",NA,"133","Alaska Plaice Flounder","106","ALASKA PLAICE","10285","Alaska plaice",NA,NA,NA
"172930","turbot, Greenland","Reinhardtius hippoglossoides","134",NA,"134","Greenland Turbot","102","GREENLAND TURBOT","10115","Greenland turbot",16,"Greenland Turbot",""
"166717","rockfish, greenstripe","Sebastes elongatus","135",NA,"135","Greenstriped Rockfish","313","GREENSTRIPED ROCKFISH","30200","greenstriped rockfish",154,"Greenstriped Rockfish","coded as ""northern rockfish"" no weight data available"
"166735","rockfish, northern","Sebastes polyspinis","136",NA,"136","Northern Rockfish","303","NORTHERN ROCKFISH","30420","northern rockfish",59,"Northern Rockfish",""
"166733","rockfish, bocaccio","Sebastes paucispinis","137",NA,"137","Bocaccio Rockfish","302","BOCACCIO","30400","bocaccio",127,"Bocaccio","coded as ""rougheye rockfish"" no weight data available"
"166713","rockfish, copper","Sebastes caurinus","138",NA,"138","Copper Rockfish","327","COPPER ROCKFISH","30120","copper rockfish",124,"Copper Rockfish","coded as ""dusky rockfish"" no weight data available"
"166707","perch, Pacific ocean","Sebastes alutus","141",NA,"141","Pacific Ocean Perch","301","PACIFIC OCEAN PERCH","30060","Pacific ocean perch",32,"Pacific Ocean Perch",""
"166727","rockfish, black","Sebastes melanops","142",NA,"142","Black Rockfish","306","BLACK ROCKFISH","30330","black rockfish",118,"Black Rockfish",""
NA,"rockfish, thornyhead (idiots)","genus Sebastolobus","143",NA,"143","Thornyhead Rockfish (Idiots)","349","THORNYHEAD ROCKFISH UNIDENTIFIED","30010","Unidentified Thornyheads",30,"unident. thornyhead (Idiot)",""
NA,"rockfish, unspecified slope",NA,"144","NMFS group code - State requires individual rockfish identification/documentation on fish tickets.     Slope assemblage - as defined by Region I.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166740","rockfish, yelloweye (red snapper)","Sebastes ruberrimus","145",NA,"145","Yelloweye Rockfish","322","YELLOWEYE ROCKFISH","30470","yelloweye rockfish",89,"Yelloweye Rockfish","no weight data for AI or BS, use GOA as proxy"
"166734","rockfish, canary","Sebastes pinniger","146",NA,"146","Canary Rockfish","314","CANARY ROCKFISH","30410","canary rockfish",57,"Canary Rockfish","no weight data for AI or BS, use GOA as proxy"
"166726","rockfish, quillback","Sebastes maliger","147",NA,"147","Quillback Rockfish","343","QUILLBACK ROCKFISH","30320","quillback rockfish",87,"Quillback Rockfish","coded as ""black rockfish"" no weight data available"
NA,"groundfish, general","Multiple families","100",NA,NA,NA,"901","FISH UNIDENTIFIED","3","fish unident.",200,"unidentified fish",""
NA,"groundfish, general","Multiple families","100",NA,NA,NA,"901","FISH UNIDENTIFIED","21800","bristlemouth unident.",NA,NA,NA
NA,"waste fish (from trawl shrimp fishing)","Multiple families","101",NA,NA,NA,"901","FISH UNIDENTIFIED","3","fish unident.",200,"unidentified fish",""
NA,"waste fish (from trawl shrimp fishing)","Multiple families","101",NA,NA,NA,"901","FISH UNIDENTIFIED","21800","bristlemouth unident.",NA,NA,NA
"164711","cod, Pacific (gray)","Gadus macrocephalus","110",NA,"110","Pacific Cod","202","PACIFIC COD","21720","Pacific cod",26,"Pacific Cod",""
NA,"flounder, general","family Pleuronectidae","120",NA,"120","Miscellaneous Flatfish","100","FLATFISH  UNIDENTIFIED","10001","flatfish unident.",64,"Unident. Flatfish",""
"172862","flounder, arrowtooth","Atheresthes stomias","121",NA,"121","Arrowtooth Flounder","141","ARROWTOOTH FLOUNDER","10110","arrowtooth flounder",2,"Arrowtooth Flounder",""
"172875","sole, flathead","Hippoglossoides elassodon","122",NA,"122","Flathead Sole","103","FLATHEAD SOLE","10130","flathead sole",3,"Flathead Sole",""
NA,"sole, rock","Pleuronectes bilineatus","123",NA,"123","Rock Sole","104","ROCK SOLE UNIDENTIFIED","10260","rock sole unident.",4,"Rock Sole",""
"161974","Salmon, Mixed","Oncorhynchus","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172887","sole, dover","Microstomus pacificus","124",NA,"124","Dover Sole","107","DOVER SOLE","10180","Dover sole",12,"Dover Sole",""
NA,"sole, rex","Errex zachirus","125",NA,"125","Rex Sole","105","REX SOLE","10200","rex sole",5,"Rex Sole",""
NA,"sole, butter","Pleuronectes isolepsis","126",NA,"126","Butter Sole","109","BUTTER SOLE","10270","butter sole",6,"Butter Sole","coded as ""Rock sole"" because no weight data available for LL gear"
NA,"sole, yellowfin","Pleuronectes aspera","127",NA,"127","Yellowfin Sole","140","YELLOWFIN SOLE","10210","yellowfin sole",7,"Yellowfin Sole",""
NA,"sole, English","Pleuronectes vetulus","128",NA,"128","English Sole","108","ENGLISH SOLE","10170","English sole",8,"English Sole","coded as ""Rock sole"" because no weight data available for LL gear"
"172893","flounder, starry","Platichthys stellatus","129",NA,"129","Starry Flounder","142","STARRY FLOUNDER","10220","starry flounder",9,"Starry Flounder","no weight data available in AI, need to use BS or GOA as proxy"
"167116","lingcod","Ophiodon elongatus","130",NA,"130","Lingcod","603","LINGCOD","21910","lingcod",21,"Lingcod","no weight data available in AI or BS, use GOA as proxy"
"172868","sole, petrale","Eopsetta jordani","131",NA,"131","Petrale Sole","112","PETRALE SOLE","10160","petrale sole",14,"Petrale Sole","coded as ""Rock sole"" because no weight data available for LL gear"
NA,"crab, golden (brown) king","Lithodes aequispina","923",NA,"923","Crab, Golden King (Brown)","8","GOLDEN KING CRAB","69310","golden king crab",108,"Golden King Crab","coded as brown king crab"
"97942","crab, scarlet (couesi) king","Lithodes couesi","924",NA,"924","Crab, scarlet king","16","SCARLET KING CRAB","69300","scarlet king crab",NA,NA,NA
NA,"crab, Tanner (general)","genus Chionoecetes","930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98429","crab, Tanner, bairdi","Chionoecetes bairdi","931",NA,"931","Bairdi Tanner Crab","4","TANNER CRAB, BAIRDI ","68560","Tanner crab",NA,NA,NA
"98428","crab, Tanner, snow (opilio)","Chionoecetes opilio","932",NA,"932","Crab, Opilio Tanner (Snow)","5","SNOW CRAB, OPILIO","68580","snow crab",NA,NA,NA
"98431","crab, Tanner, grooved (tanneri)","Chionoecetes tanneri","933",NA,"933","Grooved Tanner Crab","18","GROOVEDTANNER CRAB","68550","grooved Tanner crab",NA,NA,NA
"98430","crab, Tanner, triangle (angulatus)","Chionoecetes angulatus","934",NA,"934","Triangle Tanner Crab","19","TRIANGLE TANNER CRAB","68570","triangle Tanner crab",NA,NA,NA
"98665","crab, Korean horsehair","Erimacrus isenbeckii","940",NA,"940","Crab, hair","7","HAIR CRAB","69400","horsehair crab",NA,NA,NA
"97946","crab, multispina","Paralomis multispina","951",NA,"951","Crab, Multispine","17","PARALOMIS MULTISPINA","69335","PARALOMIS MULTISPINA",NA,NA,NA
"97947","crab, verrilli","Paralomis verrilli","953",NA,"953","Crab, Verrilli","38","PARALOMIS VERILLI CRAB","69331","PARALOMIS VERILLI",NA,NA,NA
NA,"shrimp, general","family pandalidae","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96967","shrimp, northern (pink)","Pandalus borealis","961",NA,"961","Shrimp, Northern (Pink)","73","NORTHERN PINK SHRIMP","66031","Alaskan pink (=northern) shrimp",NA,NA,NA
NA,"shrimp, sidestriped","Pandalopsis dispar","962",NA,"962","Shrimp, sidestripe","72","SIDESTRIPE SHRIMP","66120","sidestripe shrimp",NA,NA,NA
"96968","shrimp, humpy","Pandalus goniurus","963",NA,"963","Shrimp, humpy","70","SHRIMP UNIDENTIFIED","66000","shrimp unident.",NA,NA,NA
"96981","shrimp, coonstriped","Pandalus hypsinotus","964",NA,"964","Shrimp, coonstripe","70","SHRIMP UNIDENTIFIED","66000","shrimp unident.",NA,NA,NA
"96979","shrimp, spot","Pandalus platyceros","965",NA,"965","Shrimp, spot","71","SPOT SHRIMP","66040","spot shrimp",NA,NA,NA
NA,"Interim Value",NA,"998","The code actually originated in 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
